noteId	tweetId	summary	classification	trustworthySources
1982489360902562156	1982393015957176605	Hitler no era socialista, por los motivos siguientes:  - Prohibió todo movimiento socialista en alemania  - Fusiló al líder del partido comunista y persiguió a sus miembros  - Hitler admitió varias veces que su partido se llamaba socialista para atrapar el voto obrero    https://es.wikipedia.org/wiki/Ernst_Th%C3%A4lmann  https://elchesemueve.com/era-adolf-hitler-socialista	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982487632220139851	1866120697002741966	Egyptologist Barry Kemp has noted that DNA studies can only provide firm conclusions about the population of ancient Egypt if the sample results are of a significant number of individuals and represent a broad geographical and chronological range.  https://en.wikipedia.org/wiki/Genetic_history_of_Egypt	NOT_MISLEADING	1
1982484620399542759	1982160864875549143	L'image est modifiée numériquement.    https://fr.wikipedia.org/wiki/Retouche_d%27image	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982484321672855661	1981640618334982267	Valse frame.    Om burgemeester te worden hoeft men geen lid te zijn van politieke partij of specifieke opleiding te hebben.    Burgemeester wordt in NL door Kroon benoemd, hoort onafhankelijk te zijn en boven partijen te staan .    https://nl.wikipedia.org/wiki/Burgemeester#Nederland  https://www.burgemeesters.nl/themas/over-het-ambt/aanstellingswijze-burgemeester/  https://www.parlement.com/een-benoemde-een-gekozen-burgemeester  https://research.tilburguniversity.edu/en/publications/boven-de-partijen-over-de-kwetsbare-positie-van-burgemeesters/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982484111471120746	1982194728465727777	&hyphen-minus; 1960s: the govt in Turkey was a secular govt. It jailed practicing Muslims &amp; eliminated all Islamic laws    - It did abuse Christian &amp; confiscated their homes. This was political (Greece) &amp; has nothing to do with Islam      - Collection of Jizia stopped in the 1850s    https://x.com/grok/status/1982327738687189172    https://www.nytimes.com/1964/08/09/archives/turks-expelling-istanbul-greeks-communitys-plight-worsens-during.html?    https://www.jstor.org/stable/4329723    https://en.wikipedia.org/wiki/Jizya	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982483848857592297	1982312214171181315	The video is AI-generated. Aside from the visible Sora watermarks, TikTok has labeled the original video &quot;AI-generated&quot; and the creator themselves tagged it #sora2    https://www.tiktok.com/@kaysi.ai/video/7557490692642049310  https://www.tiktok.com/tns-inapp/pages/ai-generated-content?hide_nav_bar=1  https://en.wikipedia.org/wiki/Sora_(text-to-video_model)	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982483560540872920	1982031772889067597	le T-shirt Joy Division fait référence au groupe de musique britannique de la fin des années 70- début des années 80.  dont le nom fait référence à la &quot;joy division&quot; des camps de concentrations où étaient exploitées sexuellement des détenues.  https://fr.wikipedia.org/wiki/Joy_Division?wprov=sfla1	NOT_MISLEADING	1
1982482760880255139	1982422555450622363	Drawing digital children is an pedophila thing to do because you are fantasising about little kids https://en.wikipedia.org/wiki/Simulated_child_pornography    https://www.cps.gov.uk/legal-guidance/indecent-and-prohibited-images-children    https://www.cps.gov.uk/legal-guidance/indecent-and-prohibited-images-children	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982482624628297799	1982249749743853838	Jeanette Jara no es de centro izquierda, milita desde los 14 años en el Partido Comunista, el cual en su declaración de principios declara ser marxista - leninista y desear una dictadura de un grupo de obreros, lo que lo convierte en y extrema-izquierda por anti-democratico.    https://obtienearchivo.bcn.cl/obtieneimagen?id=documentos/10221.1/74842/1/216837.pdf  https://es.wikipedia.org/wiki/Partido_Comunista_de_Chile	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982481527792423102	1982182981239185859	José Luis Daza nació en Argentina     https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Daza	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982480029280776215	1982201963312751047	The video shows footage from the sci-fi short film &quot;Slaughterbots&quot;    https://www.youtube.com/watch?v=O-2tpwW0kmU  https://en.wikipedia.org/wiki/Slaughterbots  https://www.imdb.com/title/tt7659054/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982478895111721046	1981880139534495800	“25 Lakhs” was misread. In the Indian numbering system, 1 lakh = 100,000; 25 lakhs = 2,500,000. Historical records show over 2.5 million soldiers from British India served in WWII—far more than “25 Indians.” https://en.wikipedia.org/wiki/Lakh https://en.wikipedia.org/wiki/India_in_World_War_II	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982476351677366418	1982268942434418887	HTV-X is a Japanese spacecraft, built by a Japanese company, launched on a Japanese rocket, from Japan, to be captured by a Japanese astronaut driving a Canadian robotic arm.    Trump is President of the USA, not Japan, and had no influence over the HTV-X, as Duffy implies.    https://en.wikipedia.org/wiki/HTV-X  https://en.wikipedia.org/wiki/President_of_the_United_States	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982474592846254472	1982284247391244566	The video has cherry-picked mathmatical problems that work with an unverified method to solve them. People might be tricked to believe that it will work in all cases, which it does not.  https://en.wikipedia.org/wiki/Cherry_picking	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982473123564867755	1982413687496556930	Les mensonges de Mathilde Panot…    Ces deux personnes n’ont pas du tout été tuées par la police.  Leur décès résulte de leur bêtise, lorsqu’ils se sont introduits par effraction sur le site d’un transformateur haute tension EDF.  Pratique totalement interdite, et pour cause !    https://fr.wikipedia.org/wiki/Mort_de_Zyed_Benna_et_Bouna_Traor%C3%A9	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982471564806238266	1982249749743853838	Jeannette Jara es militante del partido comunista, ideología de extrema izquierda.    https://es.wikipedia.org/wiki/Jeannette_Jara    https://es.wikipedia.org/wiki/Partido_Comunista_de_Chile	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982471472242438187	1982058854645969335	Jakarta is a city, not a damn jungle.    https://en.wikipedia.org/wiki/Jakarta	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982469777701392581	1978864898919592426	NESARA/GESARA is a debunked conspiracy theory and scam with no legal or real-world basis—no global reset, tribunals, or events like this are occurring. This promotes harmful QAnon misinformation. https://en.wikipedia.org/wiki/NESARA https://www.bbc.co.uk/programmes/w3ct1xzv https://www.yahoo.com/news/fact-check-baseless-nesara-conspiracy-004512546.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982468715762377162	1982072194231632304	russia has the second highest divorce rate in the world, after the Maldives.  https://en.wikipedia.org/wiki/List_of_countries_by_divorce_rate    2. Mass murdering people to steal their land is not conservative.	NOT_MISLEADING	1
1982466290527977490	1982344478875615462	Joachim blandar ihop miljardärer och dollarmiljardärer. Anna pratar helt klart om miljardärer i svenska kronor i sitt inlägg.     https://sv.wikipedia.org/wiki/Listor_%C3%B6ver_svenska_miljard%C3%A4rer	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982464538592051217	1982431030884896872	Se han documentado varias instancias de intención genocida hacia palestina por parte de Israel incluyendo oficiales Israelíes     https://en.wikipedia.org/wiki/Intent_and_incitement_in_the_Gaza_genocide	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982463987833868353	1982412850904867028	Singapore is a multi-cultural, multi-ethnic, multi-religious country just like Kenya.  It is not a homegeneous society as the OP insinuates.    https://en.wikipedia.org/wiki/Demographics_of_Singapore    https://www.jstor.org/stable/2569371	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982463846313766988	1982296856391512071	 The photo is not in the East Wing. It shows the Diplomatic Reception Room on the ground floor of the Executive Residence. The East Wing has been demolished, but this room is not part of that wing. https://en.wikipedia.org/wiki/Diplomatic_Reception_Room https://www.pbs.org/newshour/politics/the-east-wing-of-the-white-house-has-been-demolished-heres-a-look-at-its-history	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
